authors,bestsellers_rank,categories,format,id,lang,rating_avg,title
"[314132, 314133]",6106,"[698, 974, 2802, 2803, 2816]",1,9781529407204,en,4.26,"Quit Like a Millionaire : No Gimmicks, Luck, or Trust Fund Required"
[42207],1094,"[214, 233, 657, 661, 691, 692, 2785, 2791, 2796, 2797, 2800]",2,9781529032918,en,4.5,"Brown Baby : A Memoir of Race, Family and Home"
[143955],2159,[334],1,9781481449366,en,4.16,The Way I Used to Be
[191489],5236,"[334, 355, 2629, 2490, 2491, 2496]",1,9781526610287,en,4.56,Harry Potter and the Goblet of Fire - Gryffindor Edition
[24976],6017,[334],1,9780099552154,en,4.18,Fight Club
[23088],4676,[334],1,9781472247315,en,4.51,"The Things We Cannot Say : A heart-breaking, inspiring novel of hope and a love to defy all odds in World War Two"
"[187611, 177780]",1181,"[750, 759, 1358, 1378]",1,9780465056538,en,4.56,"The Boy Who Was Raised as a Dog : And Other Stories from a Child Psychiatrist's Notebook--What Traumatized Children Can Teach Us About Loss, Love, and Healing"
[209916],7581,"[334, 335, 362]",1,9780375758133,en,3.89,Passing
[7404],9248,[335],2,9781840228014,en,3.78,Great Expectations
[258951],7095,[334],1,9781529304886,en,4.12,Dominicana : SHORTLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2020
[248511],4865,[334],2,9781324005032,en,3.78,A Children's Bible : A Novel
[314485],5471,"[334, 2460, 2489, 2497]",2,9781409306290,en,4.03,Goldilocks and the Three Bears: Ladybird First Favourite Tales
[25348],5217,"[334, 355, 2629]",2,9781534437678,en,4.29,Black Sun
"[314605, 200389]",9676,"[37, 103, 105, 635, 3013]",2,9781419745799,en,4.67,Complex Presents: Sneaker of the Year: The Best Since '85
"[58173, 65164]",4050,"[284, 334]",1,9781846276958,en,3.88,The White Book
[193217],5927,[334],1,9780571340293,en,4.07,Lanny
[191489],6696,"[334, 355, 2629, 2490, 2491, 2495, 2496]",1,9781526610324,en,4.56,Harry Potter and the Goblet of Fire - Ravenclaw Edition
[208937],6660,"[1373, 1376, 1426]",1,9781935660408,en,4.11,Clinical Psychopharmacolog Made Ridiculously Simple
[133133],5228,"[214, 657, 690, 852, 854, 884, 989, 2804, 2813]",1,9781250214805,en,4.26,Lead from the Outside : How to Build Your Future and Make Real Change
[64872],9989,"[3191, 702]",1,9780946621477,en,4.41,Islam and the Destiny of Man
"[314741, 216802]",9087,"[683, 750, 2825, 2855]",4,9781578637140,en,5,The Uncommon Tarot : A Contemporary Reimagining of an Ancient Oracle
[254744],7879,"[334, 2791]",1,9780708899120,en,4.22,The Great Believers
[314844],4987,"[750, 768, 1300, 1377]",1,9781854337481,en,NA,"Understanding Psychosis and Schizophrenia : Why people sometimes hear voices, believe things that others find strange, or appear out of touch with reality, and what can help"
"[314915, 314916]",8035,"[20, 92, 103, 105, 2658, 2663, 658, 684]",1,9780300253740,en,4.08,"The Pocket : A Hidden History of Women's Lives, 1660-1900"
[287800],9277,[334],2,9781785768927,en,4.22,The Beekeeper of Aleppo : The Sunday Times Bestseller and Richard & Judy Book Club Pick
[25452],3905,"[334, 357, 2654]",2,9781509873111,en,4.49,Pandora's Jar : Women in the Greek Myths
[314485],9699,"[334, 2489, 2497]",2,9781409306320,en,3.81,The Three Little Pigs: Ladybird First Favourite Tales
[33582],2252,[334],1,9780751564914,en,4.08,"After the End : The powerful, life-affirming novel from the Sunday Times Number One bestselling author"
"[315066, 708]",7283,"[357, 669]",2,9781452174464,en,3.84,Tales of Japan : Traditional Stories of Monsters and Magic
[207233],1516,[334],1,9781529019292,en,NA,Shuggie Bain : Winner of the Booker Prize 2020
[193739],4260,[334],1,9780007302048,en,3.82,Journey's End
"[315157, 270546]",8354,"[229, 233, 1282, 1283, 2772]",1,9780715653364,en,3.78,How Not to be a Doctor : And Other Essays
[196652],8988,"[342, 355, 2629]",1,9781944145736,en,4.41,Age of Empyre
[59253],4771,"[214, 658, 688]",1,9780895941220,en,4.31,A New Spelling of My Name : Second Edition
[315232],8644,"[696, 2778, 2797]",1,9781785043314,en,NA,Never Let Go : How to Parent Your Child Through Mental Illness
[231630],1473,"[250, 640, 848, 852, 853, 1084]",1,9781682194072,en,4.21,"Hate, Inc. : Why Today's Media Makes Us Despise One Another"
[13751],5338,[334],1,9781844087877,en,3.99,MaddAddam
"[291617, 291618, 291619, 291620]",6724,[1324],1,9781975152420,en,NA,Bates' Pocket Guide to Physical Examination and History Taking
"[211144, 211145]",7662,"[1294, 2770, 2787, 2788]",1,9780306923357,en,3.73,"Quench : Beat Fatigue, Drop Weight, and Heal Your Body Through the New Science of Optimum Hydration"
[193217],1358,[334],2,9780571366514,en,3.24,The Death of Francis Bacon
[235063],8052,[334],1,9780241985540,en,4.11,"Olive, Again : New novel by the author of the Pulitzer Prize-winning Olive Kitteridge"
[152655],7951,"[285, 334]",1,9780553255768,en,4.41,Poems Of Maya Angelou
[245257],7079,"[342, 352, 2626, 354, 2628]",2,9780316536462,en,4.62,"The Expanse Hardcover Boxed Set: Leviathan Wakes, Caliban's War, Abaddon's Gate : Now a Prime Original Series"
[194166],7292,"[335, 2496]",2,9780008327729,en,4.26,Letters from Father Christmas
[315561],4532,"[712, 2791]",1,9781529349993,en,4.11,Fault Lines : Fractured Families and How to Mend Them
[315639],9786,"[1300, 1376, 2783, 2784, 2802]",1,9781529345650,en,NA,A Whole New Plan for Living : Achieving Balance and Wellness in a Changing World
[214587],3924,"[214, 215, 233, 683, 687, 2777, 2791]",1,9781644450383,en,4.51,In the Dream House : A Memoir
"[315710, 315711]",8667,"[334, 669]",2,9781916493506,NA,4.43,Why the moon travels
[13027],1220,[334],1,9780241145784,en,4.23,"Mr Loverman : From the Booker prize-winning author of Girl, Woman, Other"
[103209],9453,[334],1,9781471169656,en,4.08,The Secret Hours
"[247139, 29231]",9911,"[335, 342]",1,9781500438302,en,3.93,Arsene Lupin : The Gentleman Thief
[7404],8492,[335],2,9781912714001,en,3.78,Great Expectations : Chiltern Edition
[209916],5892,[335],1,9780241472712,en,3.89,Passing
[233966],4953,"[640, 980, 981, 986]",1,9781847942548,en,4.12,No Filter : The Inside Story of Instagram - Winner of the FT Business Book of the Year Award
[315999],7961,"[334, 335]",2,9780525948926,en,3.69,Atlas Shrugged (Centennial Ed.
[57901],9998,"[287, 334, 335]",1,9781416500339,en,3.71,Oedipus the King
[16327],9864,"[214, 215, 222, 233, 292, 661]",1,9781400034307,en,4.13,"Brother, I'm Dying"
"[300941, 300942]",9681,"[133, 3248, 214, 234, 250, 651, 658, 684, 1083, 1092]",1,9781526603265,en,4.38,She Said : The New York Times bestseller from the journalists who broke the Harvey Weinstein story
[73937],6481,"[334, 355, 2629, 362]",1,9780099463337,en,3.9,Lord John and the Brotherhood of the Blade
[316152],4887,"[635, 2825]",12,9781945509292,en,4.57,Next World Tarot : Deck and Guidebook
[262926],9602,"[2663, 634]",1,9781621389996,en,4.02,Homo Ludens : A Study of the Play-Element in Culture
"[72053, 56948]",8324,[334],1,9781447275305,en,4,Cloudstreet
[235063],8202,[334],1,9780241248799,en,3.75,Anything is Possible
[40629],2344,[334],1,9781526611307,en,4.31,The Offing : A BBC Radio 2 Book Club Pick
"[41134, 38180]",3556,"[334, 2495]",1,9780061139376,en,4.06,Coraline
"[316169, 23073, 316170]",8201,"[290, 334]",1,9780141182018,en,4.15,The Rebel
[60319],5713,"[295, 334]",2,9781501160486,en,4.31,And Every Morning the Way Home Gets Longer and Longer : A Novella
"[9653, 115175]",9876,"[334, 335]",2,9781509827770,en,4.09,Little Women
"[316318, 316319]",1728,"[684, 977, 985, 2803, 2840]",1,9781735375106,en,NA,Rich as F*ck : More Money Than You Know What to Do With
[316332],8165,"[2645, 719, 841, 843, 955, 2769]",2,9780674743878,en,2.5,Out of the Ordinary : How Everyday Life Inspired a Nation and How It Can Again
[13751],4501,[334],1,9781786892485,en,3.71,The Penelopiad
[203989],1635,[334],1,9780413772954,en,3.88,Ella Minnow Pea
[316501],7569,"[658, 2945]",2,9781454710806,en,4.37,Feminist Cross-Stitch : 40 Bold and Fierce Patterns
[49260],3480,"[334, 355, 2629]",2,9781473225039,en,4.28,Edgedancer
[174977],1043,[334],1,9781787332287,en,3.42,Love
[235063],8408,[334],1,9781849833042,en,3.84,Amy & Isabelle
[216836],8316,"[658, 2802]",2,9780008380311,en,4,We Should All Be Feminists: The Desk Diary 2021
[215001],8876,"[2649, 2661, 640, 852, 853, 893, 1087]",2,9781982142445,en,4.1,"Hoax : Donald Trump, Fox News, and the Dangerous Distortion of Truth"
[38393],1191,"[376, 707, 763, 980, 1010, 1011]",1,9780316679077,en,3.98,The Tipping Point : How Little Things Can Make a Big Difference
[4093],7877,[334],1,9780099282198,en,3.89,The Human Stain
"[311228, 311229]",3981,"[1294, 2788, 2858, 2863]",2,9780717190454,en,NA,The Daly Dish Rides Again : 100 more masso slimming meals for everyday
"[49356, 21798]",5548,"[334, 335, 362]",1,9781844089635,en,4,The King Must Die : A Virago Modern Classic
[23086],8497,"[334, 335, 2489]",2,9781840227888,en,3.83,Treasure Island
[22134],8856,"[335, 2489]",2,9781840227857,en,4,The Railway Children
"[316802, 316803]",8292,"[290, 638]",1,9781912915347,en,4.49,Tiny Moons : A Year of Eating in Shanghai
[195964],6105,"[334, 355, 2629]",1,9780356512969,en,4.37,"The Rage of Dragons : The Burning, Book One"
[194710],6446,[334],1,9781788545440,en,3.52,Bunny
"[207308, 262021, 194166]",5007,"[335, 355, 2629]",2,9780008433949,en,3.93,The Silmarillion
"[94094, 207390]",8032,"[284, 285, 301, 335]",2,9780679433132,en,4.04,The Divine Comedy
[74339],3082,"[2663, 657, 690, 692]",2,9781529064063,en,4.31,Uncomfortable Conversations with a Black Man
"[69192, 316989]",7407,"[658, 684, 2813, 2820]",1,9781501145674,en,4.15,The Awakened Woman : A Guide for Remembering & Igniting Your Sacred Dreams
[64175],6307,[334],1,9780099430872,en,3.9,Mr Palomar
[74221],7754,[334],1,9781408890967,en,4.02,"Sing, Unburied, Sing : SHORTLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2018"
[4958],9041,"[233, 1334, 2772, 2778]",1,9781478009672,en,3.33,Diary of a Detour
[317021],8587,"[1457, 2772, 2778]",1,9780446557689,en,4.06,Healing Back Pain : The Mind-Body Connection
[128719],5272,"[660, 714]",2,9781787384644,en,NA,"Work Won't Love You Back : How Devotion to Our Jobs Keeps Us Exploited, Exhausted and Alone"
[113091],9866,[334],1,9781473687370,en,4.16,"Half a World Away : The heart-warming, heart-breaking Richard and Judy Book Club selection"
"[48172, 64835, 45752]",7676,"[237, 334]",1,9780241951804,en,3.96,Austerlitz
[317130],3230,[334],1,9781760877194,NA,3.35,A Lonely Girl is a Dangerous Thing
"[83769, 83770]",7343,"[750, 751, 752, 1378]",2,9781541617575,en,4.18,The Theory and Practice of Group Psychotherapy (Revised)
[317254],5668,"[409, 2716, 635, 640]",1,9781446248805,en,3.72,Understanding the Media
[216410],1544,[334],1,9781910422441,en,4.16,LEONARD AND HUNGRY PAUL
[95859],7365,"[1294, 2788, 2863, 2864]",1,9781529329421,en,NA,The Pegan Diet : 21 Practical Principles for Reclaiming Your Health in a Nutritionally Confusing World
[137398],2309,"[658, 2791, 2813]",2,9780062884442,en,3.89,Discovering the Inner Mother : A Guide to Healing the Mother Wound and Claiming Your Personal Power
[4993],2817,[334],1,9781444788037,en,4.34,Small Great Things : The bestselling novel you won't want to miss
[47705],3578,[334],1,9780007414987,en,3.88,Play It As It Lays
"[317542, 317543]",7638,[1373],1,9781260452310,en,NA,Basic and Clinical Pharmacology 15e
[208022],8556,"[728, 750, 759, 1321, 1378]",1,9781583918173,en,4.32,Why Love Matters : How Affection Shapes a Baby's Brain
[32991],8801,"[334, 335]",1,9781909399099,en,4.15,Notes from Underground
"[35533, 35534]",5335,"[233, 663, 2063]",1,9781473653511,en,3.93,Deep Thinking : Where Machine Intelligence Ends and Human Creativity Begins
[234118],4227,"[658, 2802, 2813]",1,9781523090990,en,4.24,The Body Is Not an Apology
[204863],6022,[334],1,9780571340224,en,4,Days Without End
[217392],1336,[334],1,9780349701493,en,3.87,The Mothers : the New York Times bestseller
[59674],6963,[334],1,9781842430354,en,4.21,Jitterbug Perfume
[317867],8207,"[2649, 2654, 2661, 1076, 1300, 2802]",1,9781953730770,en,NA,The Transgender-Industrial Complex
[278018],7911,[1312],4,9781416045748,en,4.24,Guyton and Hall Textbook of Medical Physiology
[93447],8495,"[335, 2489]",2,9781840227871,en,3.96,Black Beauty
[317939],9146,"[2741, 654, 841]",1,9781509546114,en,3.5,Pandemic! : COVID-19 Shakes the World
"[115107, 199328]",6310,"[2722, 2742, 662, 763, 2804, 2813]",1,9781911630227,en,NA,The Courage to be Happy : True Contentment Is Within Your Power
"[255103, 317941]",7937,"[214, 2722, 2742, 658, 841, 3100]",2,9780008457587,en,4.1,I Hate Men
[73937],8385,"[334, 362]",1,9781784751326,en,4.42,A Breath Of Snow And Ashes : (Outlander 6)
[62680],5944,[334],1,9780747579885,en,3.82,Jonathan Strange and Mr Norrell
[28378],7235,"[334, 2495]",1,9781473610798,en,3.72,Homecoming : The 100 Book Three
[287346],5544,[334],1,9781848547506,en,3.96,Past the Shallows
[47827],9657,[334],1,9780241247310,en,3.57,Swing Time : LONGLISTED for the Man Booker Prize 2017
[318104],6201,"[133, 3248, 218, 233, 334]",1,9780452271876,en,4.15,Rebel without a Crew
"[216473, 316029, 318109, 316030, 318110]",2748,"[650, 1358, 1377]",1,9780199358748,en,4.25,"Child Sexual Abuse : A Primer for Treating Children, Adolescents, and Their Nonoffending Parents"
[318116],4326,"[233, 1334, 2999]",2,9781783253036,en,4.34,When Harry Met Minnie : An unexpected friendship and the gift of love beyond loss
[23073],2932,[335],1,9780241458877,en,4.01,The Plague
[4378],6257,"[2649, 2698, 694, 3114]",1,9781786695079,en,3.91,The Lost City of the Monkey God
[3103],9604,[334],1,9780099512790,en,3.59,On Chesil Beach
[13249],4214,[334],1,9780141044170,en,4.28,Any Human Heart
[54793],9399,[334],1,9780099282853,en,4.12,Memoirs of a Geisha
"[192124, 174977]",6843,[334],1,9781782116660,en,4.14,Ham On Rye
"[318322, 318323]",2591,"[1291, 2787, 2789, 2814, 3019, 3049, 3050]",1,9781472973405,en,5,"Running in the Midpack : How to be a Strong, Successful and Happy Runner"
[153299],4804,"[233, 658, 2978]",2,9781529102758,en,4.27,More Than a Woman
[23092],9310,[334],1,9780857526137,en,3.84,Rodham : The SUNDAY TIMES bestseller asking: What if Hillary hadn't married Bill?
[74735],9036,[334],1,9780007498062,en,2.94,Revenge Wears Prada: The Devil Returns
[888],9302,"[334, 362]",1,9780812984415,en,4,Cloud Atlas (Movie Tie-In Edition)
"[256511, 248505, 64175]",5205,[334],1,9780141189727,en,3.8,Under the Jaguar Sun
[126934],9082,"[334, 362]",1,9781408871751,en,3.75,Lincoln in the Bardo : WINNER OF THE MAN BOOKER PRIZE 2017
[117905],3200,"[334, 2521]",1,9781473660632,en,3.62,The Cactus : the New York bestselling debut soon to be a Netflix film starring Reese Witherspoon
"[206054, 7089]",7590,[334],1,9780374534141,en,4.08,"My Struggle, Book One"
"[318480, 318481, 318482]",8112,"[2723, 1378]",1,9781891944321,en,4.02,Acknowledging What is : Conversations with Bert Hellinger
[43603],7389,"[334, 335]",1,9780141389455,en,3.65,Silas Marner
[141775],3633,"[233, 643, 2802]",1,9781783254071,en,4.65,See No Stranger : A Memoir and Manifesto of Revolutionary Love
[206653],4871,[334],1,9780571346721,en,3.92,Kudos
[55632],8071,"[334, 362, 2649]",1,9780571225200,en,3.79,Golden Hill : 'My favourite book of the last 5 years'-Richard Osman
[238775],4248,[334],1,9780008209919,en,3.91,Erotic Stories for Punjabi Widows
[79117],8787,[334],1,9781405924221,en,4.13,Still Me : Discover the love story that captured 21 million hearts
[13027],8601,[334],1,9780802156983,en,4.41,"Girl, Woman, Other : A Novel (Booker Prize Winner)"
"[68688, 43231, 15243]",3716,"[287, 288, 335]",1,9781853262548,en,4.06,Much Ado About Nothing
[318683],9419,"[103, 233, 685, 2893, 2895, 2969]",2,9781579658922,en,3.8,A Man & His Car : Iconic Cars and Stories from the Men Who Love Them
[258252],8485,"[214, 233, 633, 744]",1,9780099706502,en,3.99,Borstal Boy
[106271],5636,"[657, 680, 848, 929, 2743, 930, 2744, 947, 2761, 949, 2763, 952, 2766, 955, 2769, 1003]",2,9781541645639,en,4.49,Discrimination and Disparities
[135405],9554,[334],1,9781760875169,NA,3.92,Bruny
[60952],8494,[334],2,9781408842423,en,4.05,And the Mountains Echoed
[72661],5813,"[334, 362]",2,9781476746586,en,4.33,All the Light We Cannot See
[74735],8576,[334],1,9780007311002,en,3.53,Last Night at Chateau Marmont
[318839],8439,"[342, 355, 2629]",1,9780008239527,en,NA,The Empire of Gold
[267788],9285,"[2648, 692, 841, 929, 2743, 949, 2763]",1,9781788731188,en,4.32,How Europe Underdeveloped Africa
"[318099, 112834]",9886,"[658, 707, 841]",1,9781509539680,en,4.04,Intersectionality
[217392],9237,[334],1,9780593190197,en,4.28,Vanishing Half : A Novel
[73956],3162,[334],1,9780330534970,en,4.18,Night Road
[318866],5379,"[334, 988, 989, 999, 1087]",2,9781942788768,en,4.15,"The Unicorn Project : A Novel about Developers, Digital Disruption, and Thriving in the Age of Data"
[100339],8397,"[334, 2457, 2488, 2490, 2499]",1,9780099750307,en,4.52,The Big Alfie And Annie Rose Storybook
[318930],8025,"[1280, 1384, 1387]",1,9780702075391,en,NA,Chapman & Nakielny's Aids to Radiological Differential Diagnosis
[10355],4990,"[1283, 1307, 1395, 1457]",1,9781587790638,en,NA,The Skeletal System Anatomical Chart
"[5089, 39511]",9585,"[334, 335]",2,9781509826643,en,3.51,Moby-Dick
[261536],1174,"[37, 57, 92, 635, 1916, 1942]",2,9781506721637,en,NA,The Art of the Mass Effect Trilogy: Expanded Edition
[319009],4095,"[233, 634, 2775, 2782, 2802, 2978]",1,9781526612250,en,NA,Quit Like a Woman : The Radical Choice to Not Drink in a Culture Obsessed with Alcohol
[154675],8669,[334],1,9780571273690,en,4.12,Mayflies
[49260],1710,"[334, 355, 2629]",2,9781473225046,en,4.37,Mistborn: Secret History
[6243],4196,[334],1,9780007155668,en,3.88,Alchemist
[223622],5333,"[334, 335]",2,9781912714308,en,4.31,The Little Prince
[30249],8956,"[335, 2489]",2,9781840227826,en,3.98,The Wind in the Willows
[20748],8362,[335],2,9780241468654,en,3.94,Around the World in Eighty Days
[152175],6820,"[214, 222, 223, 233, 290, 683, 2797]",1,9781509892778,en,4.2,Constellations : Reflections From Life
[185554],9358,"[232, 233, 633, 643, 658, 683, 684, 685, 781, 840, 1108]",1,9781786077622,en,4.19,"Boys Will Be Boys : Power, Patriarchy and Toxic Masculinity"
[319149],6183,"[699, 2796, 3385]",2,9780241367230,en,NA,"Grandma, Tell Me : A Give & Get Back Book"
[140564],2146,[658],1,9781471152269,en,4.42,"Men Who Hate Women : From incels to pickup artists, the truth about extreme misogyny and how it affects us all"
[51619],3512,[334],1,9780241970560,en,3.88,Invisible Man
[211536],2624,[334],1,9780241970942,en,4,The Architect's Apprentice
[9529],6565,"[304, 334]",2,9781760899943,NA,3.94,The Living Sea of Waking Dreams
[207233],7938,"[333, 334]",1,9780802148506,en,4.43,Shuggie Bain : A Novel (Booker Prize Winner)
[187433],7674,[334],1,9780241303986,en,3.5,The Ministry of Utmost Happiness : Longlisted for the Man Booker Prize 2017
[191489],9545,"[334, 355, 2629, 2490, 2495, 2496]",2,9781526618160,en,4.5,Harry Potter and the Order of the Phoenix - Hufflepuff Edition
[217571],2348,[334],1,9781838930509,en,4.27,Pachinko : The New York Times Bestseller
[79117],7974,[334],1,9780340960387,en,3.81,"The Ship of Brides : 'Brimming over with friendship, sadness, humour and romance, as well as several unexpected plot twists' - Daily Mail"
[305778],2997,"[232, 1456, 2812, 2819, 2820, 2831, 2840]",1,9780717189465,en,NA,One Day at a Time Diary 2021 : A Year Long Journey of Personal Healing and Transformation - one day at a time
[22332],5341,[335],2,9781912714025,en,4.14,Persuasion : Chiltern Edition
[29655],3411,[334],1,9780062213709,en,4.07,The Poisonwood Bible
[191682],6321,"[334, 355, 2629, 357, 362]",1,9781526610140,en,4.26,Circe : The International No. 1 Bestseller - Shortlisted for the Women's Prize for Fiction 2019 Mass Market Paperback
[210177],7544,"[334, 362]",1,9780061950728,en,4.17,Orphan Train : A Novel
[207087],1095,[334],1,9781526609359,en,4.21,This Is Happiness
[33189],7698,[334],1,9780349121321,en,3.91,The Glass Room : Shortlisted for the Booker Prize
[115352],7433,"[334, 2488, 2521]",14,9780593110416,en,4.16,Antiracist Baby
[213169],4889,"[334, 362]",1,9781101883082,en,4.27,Lilac Girls : A Novel
[73939],3882,[334],2,9781472278401,en,4,"One August Night : Sequel to much-loved classic, The Island"
[319288],9668,"[668, 783, 3328]",1,9781098329860,en,4.4,Number Games : 9/11 to Coronavirus
"[273106, 273107, 273108]",4007,"[1307, 1312]",1,9780443069529,en,4.34,Gray's Anatomy for Students
[232845],9894,"[37, 96, 635, 1916]",2,9781506710310,en,4.32,Nier: Automata World Guide Volume 1
[290902],4422,"[413, 2720, 2663, 649, 763, 769, 908]",1,9781551526430,en,3.94,"Conflict Is Not Abuse : Overstating Harm, Community Responsibility and the Duty of Repair"
"[8335, 26389]",3440,"[334, 2490]",1,9780007182466,en,4.04,The Amazing Story of Adolphus Tips
[41372],5052,[334],1,9781784165000,en,3.89,The Spinning Heart
[211536],3173,[334],1,9780241979464,en,4.09,10 Minutes 38 Seconds in this Strange World : SHORTLISTED FOR THE BOOKER PRIZE 2019
[213938],8062,"[334, 362, 2649, 2521]",1,9780755307500,en,3.98,Small Island: Winner of the 'best of the best' Orange Prize
[319467],4362,[334],1,9781912240166,en,3.43,Celestial Bodies
[33919],7461,"[334, 2490, 2498, 2499]",2,9780141372174,en,3.89,Girl Online: Going Solo
[248780],6959,[334],1,9781784707248,en,3.38,Ordinary People : Shortlisted for the Women's Prize for Fiction 2019
[319481],7131,"[1344, 2772, 2788, 2864]",1,9781592339716,en,4.25,The Low-FODMAP IBS Solution Plan and Cookbook : Heal Your IBS with More Than 100 Low-FODMAP Recipes That Prep in 30 Minutes or Less
[31107],5773,"[730, 750, 1378]",1,9781446285671,en,4.38,Skills in Psychodynamic Counselling & Psychotherapy
"[127131, 191734]",1560,[335],2,9780241468647,en,3.79,Mrs Dalloway
"[51627, 55251]",4174,"[334, 335, 2726]",1,9780199535613,en,3.94,Candide and Other Stories
[319631],9648,"[401, 643, 722, 729, 860, 862, 886, 988]",1,9781603585804,en,3.85,"Systems Thinking For Social Change : A Practical Guide to Solving Complex Problems, Avoiding Unintended Consequences, and Achieving Lasting Results"
"[208611, 33737]",7979,"[696, 2797, 2800]",1,9780738210490,en,3.93,Touchpoints-Birth to Three
[31379],7316,"[334, 355, 2629]",2,9780385619264,en,4.13,Snuff
[81371],4522,[334],1,9781472154606,en,3.68,Love and Other Thought Experiments : Longlisted for the Booker Prize 2020
[192661],4180,"[285, 334]",1,9780375701290,en,4.31,Autobiography of Red: a Novel in Verse
[56455],7611,"[334, 362]",1,9780330510936,en,4,All the Pretty Horses
[194175],8258,[334],1,9781933372006,en,3.86,The Days Of Abandonment
[191489],6806,"[334, 355, 2629, 2490, 2491, 2495, 2496]",2,9781526606204,en,4.57,Harry Potter and the Prisoner of Azkaban - Hufflepuff Edition
[62335],2260,"[334, 2735, 2738]",1,9780440204886,en,4.14,Illusions : Advent Reluctant Mes
"[311795, 311796]",9313,"[657, 680, 714, 985, 988, 989]",1,9781788167543,en,4.13,The Unfair Advantage : How You Already Have What It Takes to Succeed
"[140322, 113377]",9842,"[1324, 1435, 1451]",1,9781260462043,en,4.47,"First Aid for the USMLE Step 1 2020, Thirtieth edition"
[35545],5162,"[295, 334, 335, 2904]",2,9781912714063,en,3.93,The Great Gatsby : Chiltern Edition
"[319781, 43231, 14537]",4234,[335],1,9781853262555,en,4.06,The Way We Live Now
"[176184, 319782]",9745,"[334, 335]",1,9780141185118,en,3.83,Tortilla Flat
[2273],5413,"[37, 669, 2824, 2825, 3385]",12,9781452181073,en,5,Legendary Ladies Goddess Deck
[72860],5420,[334],1,9781784752637,en,4.28,To Kill A Mockingbird
[69584],8066,"[334, 759, 2791, 2797]",1,9780345487674,en,4.23,Positive Discipline
"[48732, 258549]",3598,"[334, 2521]",1,9780141197531,en,3.99,A Clockwork Orange : Restored Edition
[3578],4704,"[334, 362]",1,9780330460552,en,4.28,Fall of Giants
[64176],8333,"[334, 362]",1,9780099760016,en,3.95,Sula
[215271],7659,"[1294, 2772, 2787, 2788, 2863]",1,9780306846168,en,5,SIBO Made Simple : 90 Healing Recipes and Practical Strategies to Rebalance Your Gut for Good
[35545],6664,"[334, 335]",1,9781847496140,en,3.93,The Great Gatsby
[13426],8849,"[275, 334, 335]",1,9782070413119,fr,3.68,Madame Bovary
[6233],1682,"[334, 335]",1,9780008322052,NA,3.96,Animal Farm
[305749],7916,"[285, 692]",1,9781979772303,en,3.88,I hope this reaches her in time
[316156],4063,"[696, 770, 2797]",1,9781838889982,en,4.07,15-Minute Parenting 0-7 Years : Quick and easy ways to connect with your child
[215421],3468,[334],1,9780571342723,en,3.86,Kitchen
[319913],1458,[334],1,9780241396070,en,3.76,"If I Had Your Face : 'Assured, bold, and electrifying' Taylor Jenkins Reid, bestselling author of DAISY JONES & THE SIX"
[100530],6437,[334],1,9781984822185,en,3.86,Normal People
[64176],6527,"[295, 334]",1,9780099768418,en,4.09,Song of Solomon
[206653],5756,[334],1,9780571346745,en,3.96,Transit
[67297],2619,[334],1,9780008272142,en,3.88,The Binding
[19120],8608,[334],1,9780099573586,en,4.14,Blindness
[20752],4679,[334],1,9781472241610,en,4.25,This Is How It Always Is : A REESE'S BOOK CLUB PICK
"[109281, 102622, 310813]",9741,[1451],1,9781905812172,en,NA,"Medical Interviews - a Comprehensive Guide to Ct, St and Registrar Interview Skills : Over 120 Medical Interview Questions, Techniques and NHS Topics Explained"
[124613],9358,"[750, 759, 769, 1378, 2797]",1,9781473684331,en,4.01,The Optimistic Child : A Revolutionary Approach to Raising Resilient Children
[280653],4144,"[233, 635, 643, 2802, 2978]",1,9781473687882,en,3.89,Can I Say No? : One Woman's Battle with a Small Word
"[320067, 320068, 320069, 73143, 217058, 320070]",8312,"[290, 638]",1,9781911547662,en,4.34,In The Kitchen : Essays on food and life
"[320075, 23635]",3369,"[2663, 634, 694]",1,9781760761189,NA,4.35,Songlines : The Power and Promise
[202096],6383,[334],1,9781408809556,en,3.89,Major Pettigrew's Last Stand
[216836],4874,[334],1,9780307455925,en,4.31,Americanah
[41372],2783,[334],2,9780857525222,en,3.93,Strange Flowers : The Number One Bestseller
[198491],4742,"[334, 362]",1,9781447203056,en,4.47,Lonesome Dove
[209237],1945,[334],2,9781473665187,en,4.2,Home Stretch : THE SUNDAY TIMES BESTSELLER & WINNER OF THE AN POST IRISH POPULAR FICTION AWARD
[64374],6361,[334],2,9780708898390,en,4.03,The Underground Railroad : Winner of the Pulitzer Prize for Fiction 2017
[276201],7995,"[783, 3328, 1280, 1307, 1451]",1,9781437716757,en,NA,Netter's Anatomy Flash Cards
"[141598, 295681]",8296,"[1312, 1347, 1450]",1,9781496310118,en,4.18,West's Respiratory Physiology : The Essentials
[67298],5491,"[334, 343, 355, 2629, 362]",1,9781408878477,en,4.02,The Bedlam Stacks : From the internationally bestselling author of The Watchmaker of Filigree Street
[22332],6343,[335],2,9780241256640,en,4.27,Pride and Prejudice
[111289],8601,"[214, 290, 653]",1,9781984899422,en,4.57,Disability Visibility
[320230],8759,"[3195, 702]",1,9781872038209,en,4.64,Travelling Home : Essays on Islam in Europe
